doc_id,filename,ext,rel_path,date,chars,norm_title,dup_of,status,priority_themes
D0068,25.主流题材中小龙头轮动玩法.pdf,.pdf,2020\2020周六专栏\二、基本面投机\趋势板块研究\25.主流题材中小龙头轮动玩法.pdf,2020-11-07,6257,主流题材中小龙头轮动玩法,,OK,强势股模式
D0069,42.连续踏空主流板块后的补救思路.pdf,.pdf,2020\2020周六专栏\二、基本面投机\趋势板块研究\42.连续踏空主流板块后的补救思路.pdf,2021-01-09,4611,连续踏空主流板块后的补救思路,,OK,强势股模式
D0070,79.如何参与主流板块补涨分支炒作.pdf,.pdf,2020\2020周六专栏\二、基本面投机\趋势板块研究\79.如何参与主流板块补涨分支炒作.pdf,2021-07-24,4739,如何参与主流板块补涨分支炒作,,OK,强势股模式
D0071,18.如何用涨跌家数判断情绪冰点及应对策略.pdf,.pdf,2020\2020周六专栏\五、实用指标\18.如何用涨跌家数判断情绪冰点及应对策略.pdf,2020-10-10,7652,如何用涨跌家数判断情绪冰点及应对策略,,OK,情绪周期|实用指标
D0072,27.一个判断主线持续性的指标.pdf,.pdf,2020\2020周六专栏\五、实用指标\27.一个判断主线持续性的指标.pdf,2020-11-14,5209,一个判断主线持续性的指标,,OK,实用指标
D0073,29.一个判断题材要见顶分歧的指标.pdf,.pdf,2020\2020周六专栏\五、实用指标\29.一个判断题材要见顶分歧的指标.pdf,2020-11-21,6509,一个判断题材要见顶分歧的指标,,OK,实用指标
D0074,68.几个判断情绪强弱的实用工具.pdf,.pdf,2020\2020周六专栏\五、实用指标\68.几个判断情绪强弱的实用工具.pdf,2021-05-22,4686,几个判断情绪强弱的实用工具,,OK,情绪周期|实用指标
D0075,01.介绍一下这两年我的主要交易模式.pdf,.pdf,2020\2020周六专栏\六、交易思路\01.介绍一下这两年我的主要交易模式.pdf,2020-08-08,18058,介绍一下这两年我的主要交易模式,,OK,
D0076,04.分析一个短线票最基础的四个问题.pdf,.pdf,2020\2020周六专栏\六、交易思路\04.分析一个短线票最基础的四个问题.pdf,2020-08-15,7200,分析一个短线票最基础的四个问题,,OK,
D0077,33.交易中概率、赔率与仓位的关系.pdf,.pdf,2020\2020周六专栏\六、交易思路\33.交易中概率、赔率与仓位的关系.pdf,2020-12-05,6865,交易中概率、赔率与仓位的关系,,OK,仓位风控
D0078,50.买点不是点，而是区间.pdf,.pdf,2020\2020周六专栏\六、交易思路\50.买点不是点，而是区间.pdf,2021-02-06,4369,买点不是点，而是区间,,OK,
D0079,51.谈一谈交易性格.pdf,.pdf,2020\2020周六专栏\六、交易思路\51.谈一谈交易性格.pdf,2021-02-27,9590,谈一谈交易性格,,OK,
D0080,53.谈一谈交易中的性价比？.pdf,.pdf,2020\2020周六专栏\六、交易思路\53.谈一谈交易中的性价比？.pdf,2021-03-06,6762,谈一谈交易中的性价比？,,OK,
D0081,65.一个简易版的交易系统.pdf,.pdf,2020\2020周六专栏\六、交易思路\65.一个简易版的交易系统.pdf,2021-05-08,8101,一个简易版的交易系统,,OK,
D0082,80.谈谈交易模式的优先级.pdf,.pdf,2020\2020周六专栏\六、交易思路\80.谈谈交易模式的优先级.pdf,2021-07-24,5901,谈谈交易模式的优先级,,OK,
D0083,85.系统性讲讲预期.pdf,.pdf,2020\2020周六专栏\六、交易思路\85.系统性讲讲预期.pdf,2021-08-14,9477,系统性讲讲预期,,OK,
D0084,16.创业板涨停板炒作全程复盘.pdf,.pdf,2020\2020周六专栏\四、行情复盘\16.创业板涨停板炒作全程复盘.pdf,2020-09-26,7828,创业板涨停板炒作全程复盘,,OK,
D0085,57.碳中和炒作全复盘.pdf,.pdf,2020\2020周六专栏\四、行情复盘\57.碳中和炒作全复盘.pdf,2021-03-27,9385,碳中和炒作全复盘,,OK,
D0086,67.医美板块炒作复盘.pdf,.pdf,2020\2020周六专栏\四、行情复盘\67.医美板块炒作复盘.pdf,2021-05-22,6622,医美板块炒作复盘,,OK,
D0087,69.近期市场赚钱效应的模式解析.pdf,.pdf,2020\2020周六专栏\四、行情复盘\69.近期市场赚钱效应的模式解析.pdf,2021-05-29,7258,近期市场赚钱效应的模式解析,,OK,
D0088,0926周末课：同板块内的选股思路.pdf,.pdf,2022\0926周末课：同板块内的选股思路.pdf,,6724,0926周末课：同板块内的选股思路,,OK,
D0089,03.交易系统的框架介绍（2017-08-19）.pdf,.pdf,2022\1个人交易系统的建立\03.交易系统的框架介绍（2017-08-19）.pdf,2017-08-19,10569,交易系统的框架介绍,,OK,
D0090,04.仓位设计的要点以及一种攻守兼备的仓位策略（2017-10-21）.pdf,.pdf,2022\1个人交易系统的建立\04.仓位设计的要点以及一种攻守兼备的仓位策略（2017-10-21）.pdf,2017-10-21,13293,仓位设计的要点以及一种攻守兼备的仓位策略,,OK,仓位风控
D0091,05.如何在结构性行情中抓住主线行情的仓位设计方法（ 2018-01-06）.pdf,.pdf,2022\1个人交易系统的建立\05.如何在结构性行情中抓住主线行情的仓位设计方法（ 2018-01-06）.pdf,2018-01-06,5501,如何在结构性行情中抓住主线行情的仓位设计方法,,OK,仓位风控
D0092,06.怎么系统性复盘（2017-12-23）.pdf,.pdf,2022\1个人交易系统的建立\06.怎么系统性复盘（2017-12-23）.pdf,2017-12-23,6773,怎么系统性复盘,,OK,
D0093,08.如何在大反弹行情里做交易计划（激进与保底的配置）（2018-03-10）.pdf,.pdf,2022\1个人交易系统的建立\08.如何在大反弹行情里做交易计划（激进与保底的配置）（2018-03-10）.pdf,2018-03-10,5323,如何在大反弹行情里做交易计划（激进与保底的配置）,,OK,
D0094,01.如何卖在分时高点(2017-09-02).pdf,.pdf,2022\2盘口细节：分时最高点和分时最低点的辨别\01.如何卖在分时高点(2017-09-02).pdf,2017-09-02,6981,如何卖在分时高点,,OK,
D0095,02.如何判断分时低点(2017.9.9).pdf,.pdf,2022\2盘口细节：分时最高点和分时最低点的辨别\02.如何判断分时低点(2017.9.9).pdf,2017-09-09,5494,如何判断分时低点,,OK,
D0096,01.新王登基次日接力模式（2019-03-30）.pdf,.pdf,2022\3龙头股博弈之最高板的投机玩法\01.新王登基次日接力模式（2019-03-30）.pdf,2019-03-30,23246,新王登基次日接力模式,,OK,情绪周期|强势股模式
D0097,03.如何提前抓到下一个空间票（2019-04-27）.pdf,.pdf,2022\3龙头股博弈之最高板的投机玩法\03.如何提前抓到下一个空间票（2019-04-27）.pdf,2019-04-27,11013,如何提前抓到下一个空间票,,OK,强势股模式
D0098,07.非牛市新王在4连板及以下的情况(2019-09-28).pdf,.pdf,2022\3龙头股博弈之最高板的投机玩法\07.非牛市新王在4连板及以下的情况(2019-09-28).pdf,2019-09-28,2981,非牛市新王在4连板及以下的情况,,OK,强势股模式
D0099,01.一天15个点的低吸怎么做（2018-01-20）.pdf,.pdf,2022\4龙头股博弈之大长腿投机\01.一天15个点的低吸怎么做（2018-01-20）.pdf,2018-01-20,6386,一天15个点的低吸怎么做,,OK,强势股模式
D0100,02.三板后的低吸（2018-06-02）.pdf,.pdf,2022\4龙头股博弈之大长腿投机\02.三板后的低吸（2018-06-02）.pdf,2018-06-02,4319,三板后的低吸,,OK,强势股模式
D0101,03.狙击大长腿模式总框架（2019-05-18）.pdf,.pdf,2022\4龙头股博弈之大长腿投机\03.狙击大长腿模式总框架（2019-05-18）.pdf,2019-05-18,11842,狙击大长腿模式总框架,,OK,强势股模式
D0102,04.狙击龙头股的第一根大长腿模式（2019-04-05）.pdf,.pdf,2022\4龙头股博弈之大长腿投机\04.狙击龙头股的第一根大长腿模式（2019-04-05）.pdf,2019-04-05,9506,狙击龙头股的第一根大长腿模式,,OK,强势股模式
D0103,05.狙击主线题材内的人气股大长腿（2019-06-15）.pdf,.pdf,2022\4龙头股博弈之大长腿投机\05.狙击主线题材内的人气股大长腿（2019-06-15）.pdf,2019-06-15,9096,狙击主线题材内的人气股大长腿,,OK,强势股模式
D0104,06.大长腿系列之连板后低开6个点以下（2019-08-17）.pdf,.pdf,2022\4龙头股博弈之大长腿投机\06.大长腿系列之连板后低开6个点以下（2019-08-17）.pdf,2019-08-17,6146,大长腿系列之连板后低开6个点以下,,OK,强势股模式
D0105,07.首次长腿板次日的长腿低吸（2019-05-26）.pdf,.pdf,2022\4龙头股博弈之大长腿投机\07.首次长腿板次日的长腿低吸（2019-05-26）.pdf,2019-05-26,5571,首次长腿板次日的长腿低吸,,OK,强势股模式
D0106,08.长腿系列之被动跟随杀跌（2019-11-02）.pdf,.pdf,2022\4龙头股博弈之大长腿投机\08.长腿系列之被动跟随杀跌（2019-11-02）.pdf,2019-11-02,2373,长腿系列之被动跟随杀跌,,OK,强势股模式
D0107,01.启动涨停潮次日的交易机会（2018-04-28）.pdf,.pdf,2022\5情绪周期之如何把握题材节奏\01.启动涨停潮次日的交易机会（2018-04-28）.pdf,2018-04-28,2206,启动涨停潮次日的交易机会,,OK,情绪周期|启动标准
D0108,03.启动涨就涨停潮的题材怎么玩（2018-11-10）.pdf,.pdf,2022\5情绪周期之如何把握题材节奏\03.启动涨就涨停潮的题材怎么玩（2018-11-10）.pdf,2018-11-10,5367,启动涨就涨停潮的题材怎么玩,,OK,情绪周期|启动标准
D0109,04.如何在涨停潮次日辨别题材持续性（2019-04-13）.pdf,.pdf,2022\5情绪周期之如何把握题材节奏\04.如何在涨停潮次日辨别题材持续性（2019-04-13）.pdf,2019-04-13,25094,如何在涨停潮次日辨别题材持续性,,OK,情绪周期|实用指标
D0110,05.小题材炒作过程中的详细机会（2019-06-07）.pdf,.pdf,2022\5情绪周期之如何把握题材节奏\05.小题材炒作过程中的详细机会（2019-06-07）.pdf,2019-06-07,7229,小题材炒作过程中的详细机会,,OK,情绪周期
D0111,06.淘汰赛之分离确认点机会（2019-07-13）.pdf,.pdf,2022\5情绪周期之如何把握题材节奏\06.淘汰赛之分离确认点机会（2019-07-13）.pdf,2019-07-13,6464,淘汰赛之分离确认点机会,,OK,情绪周期
D0112,07.如何找到高质量的共振板块（2020-11-21）.pdf,.pdf,2022\5情绪周期之如何把握题材节奏\07.如何找到高质量的共振板块（2020-11-21）.pdf,2020-11-21,4836,如何找到高质量的共振板块,D0042,DUP,情绪周期|启动标准
D0113,08.板块高潮前的最佳介入时间（2021-01-01）.pdf,.pdf,2022\5情绪周期之如何把握题材节奏\08.板块高潮前的最佳介入时间（2021-01-01）.pdf,2021-01-01,4345,板块高潮前的最佳介入时间,D0043,DUP,情绪周期
D0114,09.轮动行情中，板块启动前的信号（2021-01-09）.pdf,.pdf,2022\5情绪周期之如何把握题材节奏\09.轮动行情中，板块启动前的信号（2021-01-09）.pdf,2021-01-09,5689,轮动行情中，板块启动前的信号,,OK,情绪周期|启动标准
D0115,10.题材高低切，轮动题材如何选？（2021-01-16）.pdf,.pdf,2022\5情绪周期之如何把握题材节奏\10.题材高低切，轮动题材如何选？（2021-01-16）.pdf,2021-01-16,2573,题材高低切，轮动题材如何选？,D0045,DUP,情绪周期
D0116,复盘哥周末系统视频课第11-12节：狙击强趋势股_.pdf,.pdf,2022\复盘哥周末系统视频课第11-12节：狙击强趋势股_.pdf,,7742,复盘哥周末系统视频课第11-12节：狙击强趋势股_,,OK,强势股模式
D0117,复盘哥周末系统视频课第五节：超预期买点_.pdf,.pdf,2022\复盘哥周末系统视频课第五节：超预期买点_.pdf,,4841,复盘哥周末系统视频课第五节：超预期买点_,,OK,
D0118,复盘哥周末系统视频课：第一节：如何看盘，如何理解模式内买点（文字纪要）_watermark.pdf,.pdf,2022\复盘哥周末系统视频课：第一节：如何看盘，如何理解模式内买点（文字纪要）_watermark.pdf,,4754,复盘哥周末系统视频课：第一节：如何看盘，如何理解模式内买点（文字纪要）,,OK,
D0119,复盘哥周末系统课第九节：基于情绪周期接力的龙头接力.pdf,.pdf,2022\复盘哥周末系统课第九节：基于情绪周期接力的龙头接力.pdf,,2694,复盘哥周末系统课第九节：基于情绪周期接力的龙头接力,,OK,情绪周期|强势股模式
D0120,复盘哥周末系统课第八节：基于情绪周期接力的板块梳理.pdf,.pdf,2022\复盘哥周末系统课第八节：基于情绪周期接力的板块梳理.pdf,,4683,复盘哥周末系统课第八节：基于情绪周期接力的板块梳理,,OK,情绪周期
D0121,复盘哥周末系统课第六节：基于板块加强的300龙头套利票挖掘模式.pdf,.pdf,2022\复盘哥周末系统课第六节：基于板块加强的300龙头套利票挖掘模式.pdf,,1242,复盘哥周末系统课第六节：基于板块加强的300龙头套利票挖掘模式,,OK,强势股模式
D0122,复盘哥周末视频课第七节：基于情绪周期的接力选择.pdf,.pdf,2022\复盘哥周末视频课第七节：基于情绪周期的接力选择.pdf,,2848,复盘哥周末视频课第七节：基于情绪周期的接力选择,,OK,情绪周期
D0123,复盘哥周末视频课第三节：交易收益的预期建立与股票买卖_watermark.pdf,.pdf,2022\复盘哥周末视频课第三节：交易收益的预期建立与股票买卖_watermark.pdf,,7169,复盘哥周末视频课第三节：交易收益的预期建立与股票买卖,,OK,
D0124,复盘哥周末视频课：第二节：板块的阶段与交易模式.pdf,.pdf,2022\复盘哥周末视频课：第二节：板块的阶段与交易模式.pdf,,7699,复盘哥周末视频课：第二节：板块的阶段与交易模式,,OK,
